peduc,age,labor,tenure,agegrp,tenuregrp,college,working,wage
college,61,-.7216323,6,60 up,4-7,no,yes,19.64
high school or equivalent,44,3.1151948,7,40-49,4-7,yes,yes,27.31
college,44,2.3135445,7,40-49,4-7,no,yes,19.91
college,23,1.3348558,3,20-29,0-3,yes,yes,19.1
high school or equivalent,22,-.59490919,1,20-29,0-3,no,yes,14.36
college,43,-3.6850173,1,40-49,0-3,no,yes,16.74
college,22,.53712243,2,20-29,0-3,yes,yes,14.87
high school or equivalent,22,-1.974969,0,20-29,0-3,no,yes,13.65
high school or equivalent,30,.79548907,3,30-39,0-3,no,yes,17.51
college,58,-1.7632397,5,50-59,4-7,no,yes,20.27
high school or equivalent,33,-1.4684348,1,30-39,0-3,yes,yes,24.06
high school or equivalent,45,-1.2257383,3,40-49,0-3,yes,yes,32.57
college,45,-.74149573,4,40-49,4-7,no,no,13.63
graduate,46,-.27762944,6,40-49,4-7,no,no,15.54
college,39,1.0929046,5,30-39,4-7,yes,yes,23.71
high school or equivalent,53,.8325339,6,50-59,4-7,no,yes,17.88
graduate,46,.30757698,6,40-49,4-7,yes,yes,28.4
college,26,.48728955,4,20-29,4-7,yes,yes,22.83
graduate,39,2.1115086,8,30-39,8 up,yes,yes,28.33
doctorate,33,-2.4848282,3,30-39,0-3,yes,yes,20.66
college,40,-.44315952,4,40-49,4-7,yes,yes,25.25
high school or equivalent,23,-.089205161,2,20-29,0-3,no,no,17.83
high school or equivalent,26,1.0931543,3,20-29,0-3,no,no,12.4
graduate,30,1.3915633,6,30-39,4-7,yes,yes,21.76
high school or equivalent,61,-.52914238,5,60 up,4-7,no,yes,18.48
college,43,.33666801,5,40-49,4-7,no,yes,18.33
high school or equivalent,61,-1.285448,4,60 up,4-7,no,yes,18.17
high school or equivalent,35,2.2819393,5,30-39,4-7,no,yes,22.39
college,25,-1.219469,2,20-29,0-3,yes,yes,19.49
doctorate,27,-.51807737,5,20-29,4-7,yes,yes,19.34
college,46,.46878004,6,40-49,4-7,no,yes,20.69
college,25,.66665989,4,20-29,4-7,yes,yes,22.91
college,40,-1.2877038,3,40-49,0-3,yes,yes,23.78
high school or equivalent,24,-3.3959846,0,20-29,0-3,no,yes,16.08
graduate,52,-.1592218,7,50-59,4-7,no,yes,18.18
high school or equivalent,49,-2.630482,2,40-49,0-3,no,yes,22.95
high school or equivalent,67,-1.1428301,5,60 up,4-7,no,no,18.44
college,42,.86148757,6,40-49,4-7,no,yes,20.84
high school or equivalent,62,-1.901634,4,60 up,4-7,no,yes,22.64
college,57,3.3946652,10,50-59,8 up,no,yes,19.76
high school or equivalent,39,-.88816667,3,30-39,0-3,no,yes,16.9
college,49,3.3910191,9,40-49,8 up,yes,yes,26.34
high school or equivalent,50,-1.2305739,3,50-59,0-3,no,yes,20.37
college,34,1.8539751,6,30-39,4-7,no,yes,11.55
college,41,-1.2868868,3,40-49,0-3,no,yes,19.82
high school or equivalent,67,-1.7182031,4,60 up,4-7,no,no,18.73
graduate,26,3.6500306,6,20-29,4-7,no,yes,16.21
college,41,-.44561434,4,40-49,4-7,yes,yes,31
graduate,63,.45958686,8,60 up,8 up,yes,yes,32.81
college,48,.37427878,6,40-49,4-7,no,yes,17.47
college,22,-2.2095108,1,20-29,0-3,yes,yes,20.4
college,54,.94132358,7,50-59,4-7,no,no,20.04
college,21,-.75621319,1,20-29,0-3,yes,no,17.08
college,54,2.3110073,8,50-59,8 up,yes,yes,32.31
college,47,-.43113369,5,40-49,4-7,yes,yes,30.35
high school or equivalent,39,-2.7203054,1,30-39,0-3,no,yes,20.1
graduate,32,.69284832,5,30-39,4-7,yes,yes,25.26
high school or equivalent,28,-1.9240954,0,20-29,0-3,no,yes,14.59
college,22,.62415487,2,20-29,0-3,no,yes,15.33
high school or equivalent,33,-4.8306689,0,30-39,0-3,no,yes,17.42
high school or equivalent,70,-.77496332,6,60 up,4-7,no,no,22.66
high school or equivalent,45,-1.3218,3,40-49,0-3,no,yes,18.11
college,42,.011257268,5,40-49,4-7,no,yes,20.31
graduate,72,1.2299973,10,60 up,8 up,no,no,19.33
college,23,3.6547647,3,20-29,0-3,no,yes,15.42
college,73,1.4170655,9,60 up,8 up,yes,no,32.86
college,30,5.5884852,9,30-39,8 up,yes,yes,25.01
college,25,.19228786,3,20-29,0-3,no,no,17.06
high school or equivalent,20,3.254492,0,20-29,0-3,no,yes,13.79
high school or equivalent,45,-3.5699518,0,40-49,0-3,no,no,14.1
college,65,-.48148924,7,60 up,4-7,no,no,20.51
graduate,25,-2.0794139,2,20-29,0-3,no,yes,18.91
college,23,-2.2243927,1,20-29,0-3,no,no,12.75
college,35,-2.6064286,1,30-39,0-3,yes,yes,22.43
college,31,-.39606151,3,30-39,0-3,no,yes,18.38
college,24,.55717862,3,20-29,0-3,no,yes,14.52
college,23,-2.3711939,1,20-29,0-3,yes,yes,15.11
college,50,3.77332,9,50-59,8 up,no,yes,20.58
graduate,54,-3.0549374,4,50-59,4-7,no,no,19.9
college,20,1.1745048,0,20-29,0-3,no,yes,9.52
college,69,-.75122905,7,60 up,4-7,no,yes,21.2
graduate,28,-2.0476637,2,20-29,0-3,yes,yes,21.46
college,38,-2.7302499,2,30-39,0-3,no,yes,14.68
college,29,-2.0512953,1,20-29,0-3,yes,yes,19.11
high school or equivalent,71,-1.9252691,5,60 up,4-7,no,no,18.9
college,28,-3.0419333,1,20-29,0-3,no,no,16.1
high school or equivalent,52,-1.0992353,4,50-59,4-7,yes,yes,30.27
high school or equivalent,29,3.1105652,6,20-29,4-7,no,yes,17.48
high school or equivalent,33,-.7884748,2,30-39,0-3,no,yes,20.12
high school or equivalent,72,-2.7043839,4,60 up,4-7,no,no,23.73
high school or equivalent,45,2.4994609,6,40-49,4-7,no,yes,19.06
high school or equivalent,73,-4.8230686,2,60 up,0-3,no,no,17.98
graduate,56,-.19267552,7,50-59,4-7,yes,no,26.56
college,59,1.5991224,8,50-59,8 up,no,yes,22.11
high school or equivalent,53,-1.3505521,3,50-59,0-3,yes,yes,28.45
college,54,.079355799,6,50-59,4-7,no,yes,19.37
high school or equivalent,21,-4.3105273,0,20-29,0-3,no,yes,16.32
college,32,-2.3351135,1,30-39,0-3,no,yes,15.85
high school or equivalent,45,2.2348828,6,40-49,4-7,no,yes,19.17
college,51,4.7824206,10,50-59,8 up,no,yes,18.57
college,27,-.35480547,3,20-29,0-3,no,no,13.73
high school or equivalent,48,.040483028,4,40-49,4-7,no,yes,19.6
high school or equivalent,39,-2.8133774,1,30-39,0-3,no,no,19.28
high school or equivalent,37,.15408845,3,30-39,0-3,yes,yes,29.65
high school or equivalent,70,-.94944745,6,60 up,4-7,no,no,21.37
college,36,1.7989516,6,30-39,4-7,no,no,15.12
graduate,38,-1.2516464,4,30-39,4-7,yes,yes,26.67
high school or equivalent,26,-.57743001,2,20-29,0-3,no,yes,16.86
high school or equivalent,60,1.0837356,7,60 up,4-7,no,no,19.25
graduate,21,-2.3972542,1,20-29,0-3,no,no,12.58
college,30,-3.4987767,1,30-39,0-3,yes,yes,22.28
high school or equivalent,37,.71556038,4,30-39,4-7,no,yes,22.51
college,21,.68889743,1,20-29,0-3,yes,yes,18.06
graduate,33,1.4987829,6,30-39,4-7,yes,yes,23.21
high school or equivalent,39,2.2755499,6,30-39,4-7,no,yes,18.08
high school or equivalent,22,-1.5261246,0,20-29,0-3,no,no,11.98
high school or equivalent,35,.22561456,3,30-39,0-3,no,yes,20.02
doctorate,21,1.145519,1,20-29,0-3,yes,no,15.5
high school or equivalent,46,-.47373646,4,40-49,4-7,yes,yes,27.54
high school or equivalent,66,1.4769427,8,60 up,8 up,no,yes,22.98
graduate,73,-4.9270411,4,60 up,4-7,no,no,22.41
college,69,-1.4308876,6,60 up,4-7,yes,yes,26.89
high school or equivalent,26,2.6179688,5,20-29,4-7,yes,yes,22.36
high school or equivalent,66,-1.7380314,4,60 up,4-7,no,yes,20.4
college,42,-2.0244741,3,40-49,0-3,yes,yes,26.23
college,54,-2.6638746,3,50-59,0-3,no,no,16.35
college,33,-.80513889,3,30-39,0-3,yes,yes,22.94
college,47,2.7643235,8,40-49,8 up,yes,yes,23.47
high school or equivalent,38,-1.0128766,2,30-39,0-3,no,no,12.29
college,31,-1.6779881,2,30-39,0-3,no,no,17.27
college,54,.87296814,7,50-59,4-7,no,yes,22.44
high school or equivalent,34,-1.2029169,2,30-39,0-3,no,yes,13.47
high school or equivalent,38,.45565069,4,30-39,4-7,yes,yes,25.32
graduate,57,.060593303,7,50-59,4-7,yes,yes,27.42
high school or equivalent,45,1.5888534,6,40-49,4-7,no,yes,19.71
doctorate,28,.29940474,6,20-29,4-7,yes,yes,20.45
high school or equivalent,44,1.6391189,6,40-49,4-7,no,yes,17.21
college,46,.67027992,6,40-49,4-7,yes,yes,25.71
graduate,31,-.54328221,4,30-39,4-7,yes,no,19.23
college,38,.0069581298,4,30-39,4-7,yes,yes,25.77
high school or equivalent,70,2.2432094,9,60 up,8 up,no,no,25.11
high school or equivalent,63,1.0715321,7,60 up,4-7,no,yes,18.05
college,56,-2.3393884,4,50-59,4-7,yes,yes,30.33
high school or equivalent,63,4.8612266,11,60 up,8 up,no,yes,22.33
college,37,.080859385,4,30-39,4-7,no,yes,21.63
college,26,-1.5033561,2,20-29,0-3,yes,yes,19.85
high school or equivalent,40,1.2229276,5,40-49,4-7,no,no,12.42
high school or equivalent,44,2.6374867,7,40-49,4-7,no,yes,17.82
high school or equivalent,51,-.45914382,4,50-59,4-7,yes,no,29.28
graduate,37,-1.4255277,4,30-39,4-7,no,no,12.16
high school or equivalent,49,-.34969735,4,40-49,4-7,no,yes,18.02
high school or equivalent,20,.86547577,0,20-29,0-3,no,no,13.78
college,26,-3.051604,1,20-29,0-3,yes,yes,19.78
graduate,30,-2.0979505,2,30-39,0-3,yes,yes,23.4
high school or equivalent,62,1.0843065,7,60 up,4-7,no,yes,22.04
high school or equivalent,38,.79051894,4,30-39,4-7,no,yes,17.74
high school or equivalent,54,-1.0965246,4,50-59,4-7,no,yes,19.36
high school or equivalent,38,-4.2349315,0,30-39,0-3,no,yes,17.34
high school or equivalent,40,3.6564729,7,40-49,4-7,no,yes,16.84
graduate,20,.34592906,0,20-29,0-3,yes,yes,20.97
graduate,39,-2.994019,2,30-39,0-3,no,yes,14.25
college,56,-2.8550196,3,50-59,0-3,no,no,20.34
college,40,2.895951,7,40-49,4-7,yes,yes,28.18
college,66,.18164873,7,60 up,4-7,no,no,21.11
college,36,1.9407319,6,30-39,4-7,no,yes,23.01
college,71,-.67107773,7,60 up,4-7,yes,no,33.7
college,50,2.9379468,8,50-59,8 up,no,yes,18.25
college,24,-1.9241979,1,20-29,0-3,no,yes,13.42
college,43,-1.1978233,4,40-49,4-7,no,yes,15.61
college,57,3.4766316,10,50-59,8 up,no,yes,18.64
college,31,-3.4474647,1,30-39,0-3,yes,yes,26.08
high school or equivalent,28,3.5625615,6,20-29,4-7,no,no,19.28
graduate,44,.19398314,6,40-49,4-7,yes,yes,27.18
high school or equivalent,40,-2.3474567,1,40-49,0-3,no,no,17.96
high school or equivalent,31,-.67136317,2,30-39,0-3,no,yes,14.13
high school or equivalent,71,-.36063564,6,60 up,4-7,no,no,18.02
college,46,-2.5162156,3,40-49,0-3,no,no,18.42
graduate,49,.72697282,7,40-49,4-7,yes,yes,27.77
high school or equivalent,38,-2.6039476,1,30-39,0-3,no,yes,18.84
college,37,1.2808219,5,30-39,4-7,yes,yes,25.11
college,34,-.89459598,3,30-39,0-3,yes,yes,23.43
graduate,42,1.6924403,7,40-49,4-7,yes,yes,24.26
doctorate,43,.63439882,7,40-49,4-7,yes,yes,28.01
high school or equivalent,58,-.75628483,5,50-59,4-7,no,yes,20.23
college,39,-.18780133,4,30-39,4-7,yes,yes,24.41
college,23,-2.4569962,1,20-29,0-3,no,no,12.71
graduate,39,1.1948245,7,30-39,4-7,yes,yes,30.06
doctorate,46,3.0283606,10,40-49,8 up,no,yes,17.53
college,47,-.17709211,5,40-49,4-7,no,yes,17.77
high school or equivalent,48,-3.2689478,1,40-49,0-3,no,yes,18.61
college,25,2.0547113,5,20-29,4-7,no,yes,18.66
doctorate,43,-.33510333,6,40-49,4-7,yes,yes,28.96
college,42,-.31940567,4,40-49,4-7,no,yes,18.88
college,74,-3.4528384,4,60 up,4-7,yes,no,27.08
high school or equivalent,29,-.19428852,2,20-29,0-3,no,yes,21.35
high school or equivalent,38,-1.0367702,2,30-39,0-3,no,yes,15.33
high school or equivalent,50,-.4691534,4,50-59,4-7,yes,yes,30.4
college,43,1.8728285,7,40-49,4-7,yes,yes,26.54
college,22,-.045047354,2,20-29,0-3,no,yes,11.56
college,29,.35654014,4,20-29,4-7,yes,yes,25.85
college,22,-.82151097,2,20-29,0-3,yes,no,15.31
college,30,2.8792763,6,30-39,4-7,no,yes,15.51
high school or equivalent,20,-3.0950782,0,20-29,0-3,yes,yes,16.96
high school or equivalent,71,-.63348252,6,60 up,4-7,no,no,20.68
college,36,4.3888197,8,30-39,8 up,no,yes,19.77
college,40,-1.5059777,3,40-49,0-3,no,yes,17.61
high school or equivalent,54,-.28420395,5,50-59,4-7,no,yes,18.67
high school or equivalent,72,-.87988681,6,60 up,4-7,no,no,16
high school or equivalent,49,-2.5181599,2,40-49,0-3,no,yes,16.3
high school or equivalent,33,-.98497665,2,30-39,0-3,no,yes,22.46
college,50,1.0729383,7,50-59,4-7,no,yes,22.74
high school or equivalent,39,-2.8012357,1,30-39,0-3,no,yes,16.83
high school or equivalent,24,-3.3506041,0,20-29,0-3,no,yes,17.1
high school or equivalent,45,-.85672414,3,40-49,0-3,no,yes,21.58
high school or equivalent,22,-1.579265,0,20-29,0-3,yes,yes,15.78
high school or equivalent,38,2.7752452,6,30-39,4-7,no,no,19.39
college,44,.6184299,6,40-49,4-7,yes,yes,29.98
high school or equivalent,26,-.18418747,2,20-29,0-3,no,no,14.33
college,38,.48442182,5,30-39,4-7,no,no,10.63
graduate,26,-4.1609845,1,20-29,0-3,yes,yes,18.97
high school or equivalent,54,-1.7988014,3,50-59,0-3,yes,yes,28.66
college,33,.45535043,4,30-39,4-7,no,yes,21.08
high school or equivalent,37,-.45866472,3,30-39,0-3,no,yes,18.25
high school or equivalent,31,2.4933209,5,30-39,4-7,no,yes,16.2
college,23,1.2304022,3,20-29,0-3,no,no,16.73
high school or equivalent,35,.27884972,3,30-39,0-3,no,yes,15.8
high school or equivalent,33,3.4676344,6,30-39,4-7,no,yes,22.35
college,27,5.6739612,7,20-29,4-7,no,yes,19.98
high school or equivalent,49,.42845547,5,40-49,4-7,no,yes,23.46
high school or equivalent,41,-3.2455719,0,40-49,0-3,yes,yes,25.16
college,25,2.4564559,5,20-29,4-7,no,yes,16.97
college,34,.42439041,4,30-39,4-7,yes,yes,23.53
college,22,-.062029235,2,20-29,0-3,no,no,14.21
graduate,31,-.88704634,4,30-39,4-7,no,no,10.89
college,65,-1.4013237,6,60 up,4-7,no,yes,21.87
high school or equivalent,43,-1.9320529,2,40-49,0-3,no,yes,22.04
high school or equivalent,50,1.6596755,6,50-59,4-7,no,yes,19.01
college,34,-2.3344612,2,30-39,0-3,yes,yes,22.83
college,58,2.4954336,9,50-59,8 up,yes,yes,31.89
college,45,-3.5997183,1,40-49,0-3,no,yes,14.96
high school or equivalent,44,-4.6064868,0,40-49,0-3,no,no,14.63
high school or equivalent,51,.057295021,5,50-59,4-7,no,yes,19.12
college,42,.23722827,5,40-49,4-7,no,yes,19.74
college,25,5.0393062,5,20-29,4-7,yes,yes,16.33
high school or equivalent,24,1.7284189,4,20-29,4-7,yes,yes,21.36
college,57,-1.3160841,5,50-59,4-7,yes,yes,26.86
graduate,25,-1.1404833,3,20-29,0-3,yes,yes,22.39
high school or equivalent,32,2.3634617,5,30-39,4-7,no,yes,18.44
graduate,59,-.91227943,6,50-59,4-7,yes,yes,28.96
high school or equivalent,28,1.2434046,4,20-29,4-7,yes,yes,21.74
graduate,32,-1.7084969,3,30-39,0-3,no,yes,12.64
graduate,30,-2.3783562,2,30-39,0-3,yes,no,18.11
college,37,-.26393431,4,30-39,4-7,yes,yes,24.31
graduate,25,2.5363581,5,20-29,4-7,yes,yes,23.21
college,27,-1.5793138,2,20-29,0-3,yes,yes,18.09
college,21,-1.3421153,1,20-29,0-3,no,yes,17.45
college,34,-.054971926,4,30-39,4-7,no,yes,17.41
high school or equivalent,23,-1.0834634,1,20-29,0-3,no,yes,16.06
high school or equivalent,50,.0020860042,5,50-59,4-7,yes,yes,29.46
high school or equivalent,47,-1.9262387,2,40-49,0-3,no,yes,25.5
college,59,-2.9574637,3,50-59,0-3,no,yes,16.53
college,47,.22192954,5,40-49,4-7,no,no,18.66
college,43,.36691383,5,40-49,4-7,yes,yes,27.01
college,23,-3.5327263,0,20-29,0-3,no,no,14.44
college,21,.89515507,1,20-29,0-3,no,yes,16.83
graduate,45,.71551055,7,40-49,4-7,no,yes,19.33
high school or equivalent,26,3.4613049,6,20-29,4-7,no,yes,18.56
college,24,-5.7781124,0,20-29,0-3,no,no,13.5
high school or equivalent,24,.85893738,3,20-29,0-3,no,yes,17.13
college,60,2.5714278,9,60 up,8 up,no,yes,18.67
college,53,2.8832211,9,50-59,8 up,no,no,16.34
graduate,23,-3.0547309,2,20-29,0-3,yes,yes,17.04
high school or equivalent,36,-.71241677,2,30-39,0-3,no,yes,13.03
high school or equivalent,29,2.4107876,5,20-29,4-7,no,yes,17.25
college,57,1.385084,8,50-59,8 up,yes,yes,33.65
college,24,-1.6855488,1,20-29,0-3,yes,yes,23.38
college,24,-1.1501514,2,20-29,0-3,yes,yes,19.11
college,36,.92247218,5,30-39,4-7,no,yes,15.1
high school or equivalent,22,.21391284,2,20-29,0-3,yes,yes,24.45
college,21,-2.4659111,1,20-29,0-3,no,no,16.07
college,74,-.11976232,8,60 up,8 up,no,no,19
high school or equivalent,52,2.3267469,7,50-59,4-7,no,yes,21.44
graduate,43,-2.0946016,4,40-49,4-7,no,yes,18.38
high school or equivalent,39,3.1051993,7,30-39,4-7,no,yes,21.96
college,26,1.0785609,4,20-29,4-7,no,no,14.69
college,67,-3.2309072,4,60 up,4-7,no,no,19.86
high school or equivalent,48,-.54118741,4,40-49,4-7,no,yes,17.8
college,31,-2.0979469,2,30-39,0-3,no,yes,18.25
high school or equivalent,23,.37670398,2,20-29,0-3,no,yes,17.76
graduate,69,-1.6314753,7,60 up,4-7,yes,yes,31.07
college,31,.62404323,4,30-39,4-7,yes,yes,24.61
high school or equivalent,42,-.42575383,3,40-49,0-3,no,yes,19.71
high school or equivalent,53,.32899064,5,50-59,4-7,no,yes,16.04
graduate,47,3.5759466,10,40-49,8 up,yes,yes,31.31
high school or equivalent,55,-1.0513166,4,50-59,4-7,no,no,17.72
high school or equivalent,74,.847718,8,60 up,8 up,no,yes,20.72
graduate,21,1.0698891,1,20-29,0-3,yes,no,14.7
high school or equivalent,59,-1.5919797,4,50-59,4-7,no,yes,16.8
high school or equivalent,42,2.9558213,7,40-49,4-7,no,yes,18.96
graduate,45,2.2271433,8,40-49,8 up,no,yes,18.04
high school or equivalent,55,1.7985822,7,50-59,4-7,no,yes,22.51
high school or equivalent,23,1.6253561,3,20-29,0-3,no,yes,14.22
graduate,25,.31233975,4,20-29,4-7,yes,yes,19.76
college,36,.5760054,5,30-39,4-7,yes,yes,28.85
high school or equivalent,39,2.2658768,6,30-39,4-7,no,yes,21.63
high school or equivalent,26,.88286942,3,20-29,0-3,no,yes,19.57
high school or equivalent,33,-1.5878252,1,30-39,0-3,no,no,11.27
college,34,-1.8195149,2,30-39,0-3,yes,yes,24.92
college,31,-.3527635,3,30-39,0-3,no,yes,17.66
college,34,.63452554,5,30-39,4-7,no,yes,16.75
graduate,24,-2.5762002,2,20-29,0-3,no,no,12.27
high school or equivalent,53,1.6730303,6,50-59,4-7,no,yes,17.64
graduate,30,2.5606005,7,30-39,4-7,yes,yes,23.49
high school or equivalent,36,.86041772,4,30-39,4-7,no,yes,16.76
college,61,1.6060035,8,60 up,8 up,no,yes,25.77
college,26,-1.6539396,1,20-29,0-3,yes,yes,19.28
graduate,71,1.0085354,10,60 up,8 up,yes,no,31.9
college,38,-4.2148223,1,30-39,0-3,yes,yes,28.65
college,46,.18727818,5,40-49,4-7,yes,yes,29.59
college,57,.085732996,6,50-59,4-7,yes,yes,26.8
high school or equivalent,37,-1.6449807,2,30-39,0-3,no,no,14.8
high school or equivalent,40,.72067177,4,40-49,4-7,no,yes,23.64
high school or equivalent,49,1.3882387,6,40-49,4-7,no,yes,13.58
college,33,1.0466688,5,30-39,4-7,no,yes,17.06
college,49,.49790195,6,40-49,4-7,no,yes,20.64
high school or equivalent,59,-.23742729,5,50-59,4-7,no,no,17.26
college,22,.91642988,2,20-29,0-3,no,no,16.04
high school or equivalent,40,5.649776,9,40-49,8 up,no,yes,17.56
high school or equivalent,27,-.80946541,1,20-29,0-3,no,no,14.91
college,33,-2.3145909,1,30-39,0-3,no,yes,15.87
college,33,2.7048612,7,30-39,4-7,no,yes,17.21
graduate,54,.68270653,8,50-59,8 up,yes,yes,30.89
high school or equivalent,46,7.3141274,11,40-49,8 up,no,yes,24.85
graduate,24,3.5237913,4,20-29,4-7,no,yes,17.25
high school or equivalent,26,2.7804596,5,20-29,4-7,no,yes,20.28
high school or equivalent,30,-2.8607991,0,30-39,0-3,no,yes,20.16
college,44,1.0095509,6,40-49,4-7,no,yes,19.33
high school or equivalent,27,-.4994373,2,20-29,0-3,no,no,15.33
high school or equivalent,48,2.6259475,7,40-49,4-7,yes,yes,28.95
college,35,-.25295496,4,30-39,4-7,yes,yes,27.74
college,20,1.030084,0,20-29,0-3,no,no,15.08
college,25,-.25112319,3,20-29,0-3,yes,yes,19.17
high school or equivalent,59,.72062832,6,50-59,4-7,no,yes,21.36
college,29,1.4213681,5,20-29,4-7,no,yes,16.86
graduate,27,-1.5994227,3,20-29,0-3,no,no,16.59
high school or equivalent,35,2.1948459,5,30-39,4-7,no,yes,18.01
high school or equivalent,45,-.80009449,3,40-49,0-3,no,yes,18.29
college,38,-1.9380374,2,30-39,0-3,no,yes,15.38
high school or equivalent,31,-2.220036,0,30-39,0-3,no,no,13.47
high school or equivalent,26,-1.1105962,1,20-29,0-3,no,yes,18.86
college,59,-1.0163162,5,50-59,4-7,no,yes,20.74
college,33,1.47158,5,30-39,4-7,no,yes,17.48
high school or equivalent,50,-2.6050754,2,50-59,0-3,no,no,17.96
high school or equivalent,20,1.0921603,0,20-29,0-3,no,yes,16.64
college,66,1.2411221,8,60 up,8 up,no,yes,19.94
college,39,1.3348513,6,30-39,4-7,yes,yes,26.6
high school or equivalent,24,1.0664837,3,20-29,0-3,no,no,14
college,37,-1.2960606,3,30-39,0-3,yes,yes,26.72
high school or equivalent,21,4.1578913,1,20-29,0-3,no,yes,16.79
college,26,-1.542852,2,20-29,0-3,yes,yes,19.05
college,45,-2.0798042,3,40-49,0-3,yes,yes,24.39
college,43,1.8069435,7,40-49,4-7,no,yes,21.01
college,43,-2.019417,3,40-49,0-3,no,no,16.78
college,23,1.6674277,3,20-29,0-3,yes,yes,17.36
high school or equivalent,36,.2941336,3,30-39,0-3,no,yes,18.41
graduate,70,-.31060466,8,60 up,8 up,yes,no,25.07
college,40,2.8743248,7,40-49,4-7,yes,yes,30.29
high school or equivalent,55,1.7504978,7,50-59,4-7,no,yes,22.54
college,56,-1.4973414,5,50-59,4-7,yes,yes,23.2
college,71,3.3284509,11,60 up,8 up,yes,no,34.25
graduate,59,.6052438,8,50-59,8 up,no,yes,17.94
college,72,-.41036224,7,60 up,4-7,no,no,19.45
high school or equivalent,32,1.4690987,4,30-39,4-7,yes,yes,24.13
doctorate,25,1.0894817,5,20-29,4-7,yes,yes,18.33
high school or equivalent,38,2.4284332,6,30-39,4-7,no,yes,14.28
high school or equivalent,26,.44255415,3,20-29,0-3,no,yes,14.05
college,58,.39920545,7,50-59,4-7,yes,yes,30.07
college,28,.81509346,4,20-29,4-7,no,yes,17.87
college,21,2.2946131,1,20-29,0-3,yes,yes,17.98
graduate,50,.64586085,7,50-59,4-7,no,yes,21.24
college,52,-.64182168,5,50-59,4-7,yes,yes,30.61
high school or equivalent,64,-2.2513769,4,60 up,4-7,no,no,17.22
college,34,-1.8031286,2,30-39,0-3,yes,yes,21.71
graduate,27,-1.1217294,3,20-29,0-3,yes,yes,20.52
college,46,2.1877031,7,40-49,4-7,no,yes,15.17
graduate,20,-3.6994889,0,20-29,0-3,yes,yes,17.23
graduate,54,1.1940893,8,50-59,8 up,yes,yes,29.99
high school or equivalent,46,.60389674,5,40-49,4-7,no,yes,23.99
college,21,2.0952933,1,20-29,0-3,yes,yes,21.34
high school or equivalent,45,-2.783308,1,40-49,0-3,no,yes,15.27
college,72,.52146298,8,60 up,8 up,yes,yes,30.51
high school or equivalent,38,.63207066,4,30-39,4-7,no,yes,26.52
graduate,21,-1.8921257,1,20-29,0-3,yes,no,14.44
college,69,.59918422,8,60 up,8 up,no,yes,21.69
graduate,20,2.5664723,0,20-29,0-3,yes,yes,15.84
